NK_PRODUCT;wNbr;NK_PI_Product;NK_SP_PRODUCT;NK_PRODUCT_IND;ID;CODE;TYPE;NAME;admissionnumber;producingCountryPrimaryKey;exhaustionDeadline;soldoutDeadline;isSalePermission;packageInsert;terminationReason
41D270CE-5051-4262-B3DE-5386EF999ADA;4495;330BCC9C-CE4E-4DF8-8651-0F53F6325FE9;NULL;NULL;A-1101;NULL;PARALLEL_IMPORT;Cosan-Super Kolloid-Netzschwefel;238-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4571;NULL
41D270CE-5051-4262-B3DE-5386EF999ADA;4495;752F3A1C-3719-4241-AAFD-08FD647491AA;NULL;NULL;A-2014;NULL;PARALLEL_IMPORT;Kumulus WG;396-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4571;NULL
6267C2BC-DA78-472A-AF3D-7676AF84F74A;6168;59720AE8-BAD2-47B6-AE87-BB936F222621;NULL;NULL;A-2249;NULL;PARALLEL_IMPORT;Defi;2525-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7105;NULL
842BA77F-66EE-458E-977B-5358ED1941C4;5218;42058467-6F34-42E7-98C0-3A1FAEAFE032;NULL;NULL;A-2854;NULL;PARALLEL_IMPORT;Switch;2619-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6113;NULL
842BA77F-66EE-458E-977B-5358ED1941C4;5218;54C69437-646C-4682-8264-513D868220F1;NULL;NULL;A-2857;NULL;PARALLEL_IMPORT;Switch;2619-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6113;NULL
E6148C0B-6227-42DE-8228-59D8768717FD;6349;F9E908E1-4C43-4BC0-B641-E094FCD485BD;NULL;NULL;A-2862;NULL;PARALLEL_IMPORT;Butisan;2307-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7440;NULL
9E516054-4F96-4D50-AE80-B124A71ADC7F;5460;32A56A3C-7BAC-482F-A216-C3551F1B55D4;NULL;NULL;A-2865;NULL;PARALLEL_IMPORT;Stroby WG;2576-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6500;NULL
B5E46CCF-1B4E-46AB-A5C6-0ABFD0E78A9A;6786;121F6A28-9131-438B-BAD4-E25EC5B0E178;NULL;NULL;A-2868;NULL;PARALLEL_IMPORT;SL 950;2514-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8269;NULL
F3003B19-7CA4-4D80-84BE-F24E3D54C0FA;6149;5BB453D3-653E-4D78-BEDB-E0BC9BF60265;NULL;NULL;A-3106;NULL;PARALLEL_IMPORT;Bandur;2579-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7351;NULL
AA3831B4-2835-4A98-8319-0586B1182324;6747;9451553A-E00F-4F79-B288-88F6DC607D7E;NULL;NULL;A-3110;NULL;PARALLEL_IMPORT;Winner;2528-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7952;NULL
EAC26B7E-D594-4E5A-AA8E-55A6BA985BAD;7266;F02376BE-F951-4972-B1BE-1C1F74E679D8;NULL;NULL;A-3113;NULL;PARALLEL_IMPORT;Mimic;2620-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;9015;NULL
D70B169E-4226-4AC4-9F33-5F9D16E1F074;5363;D2BD03FB-D652-4285-8236-76DEBAE22C75;NULL;NULL;A-3116;NULL;PARALLEL_IMPORT;Chorus 50 WG;2615-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6344;NULL
088FA484-0A20-4FBC-B8EE-BFD3C33E1867;6151;E1967185-EE4C-41BC-BF2A-838EBAAF4549;NULL;NULL;A-3129;NULL;PARALLEL_IMPORT;Mistral;2796-0;29738aa2-5393-438d-be07-9d6b56d2accf;2026-07-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;7127;NULL
73AE565E-6801-4374-8AE7-E883AE180A32;7644;719D0FA0-ADAF-44AE-8AE1-2B225909F9B7;NULL;NULL;A-3617;NULL;PARALLEL_IMPORT;Schädlingsfrei Obst & Gemüse Konzentrat;2568-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;9719;NULL
6267C2BC-DA78-472A-AF3D-7676AF84F74A;6168;1CADC3B6-C1AC-4D72-8FC1-9438E9E5EA00;NULL;NULL;A-3618;NULL;PARALLEL_IMPORT;Boxer;2525-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7105;NULL
41D270CE-5051-4262-B3DE-5386EF999ADA;4495;6B917CC7-EBE1-43F7-B37D-5B170A92157F;NULL;NULL;A-3710;NULL;PARALLEL_IMPORT;Thiovit Jet;2632-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4571;NULL
9300C235-68D7-4482-AAFA-6C50CB97B876;4700;6A04DA98-A000-46A7-A787-B3343F873472;NULL;NULL;A-4114;NULL;PARALLEL_IMPORT;Focus Ultra A;2509-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4703;NULL
10645A4A-908F-40E6-BEA1-26D35A370235;4701;19F04EBF-B707-4E25-B059-E53292A833DE;NULL;NULL;A-4131;NULL;PARALLEL_IMPORT;Titus;2478-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4521;NULL
10645A4A-908F-40E6-BEA1-26D35A370235;4701;57DC76F2-5586-4C99-8004-A0CE9C2E90EA;NULL;NULL;A-4132;NULL;PARALLEL_IMPORT;Titus;2478-2;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4521;NULL
41D270CE-5051-4262-B3DE-5386EF999ADA;4495;9BCAEAFE-FA3F-436C-8F52-B179BD904FE9;NULL;NULL;A-4229;NULL;PARALLEL_IMPORT;Netzschwefel Stulln;2915-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4571;NULL
B5E46CCF-1B4E-46AB-A5C6-0ABFD0E78A9A;6786;4389799E-EC0D-4FE7-96A6-42548FCE449C;NULL;NULL;A-4268;NULL;PARALLEL_IMPORT;Pampa;2514-3;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8269;NULL
309B0A65-5D33-409F-B9E7-D41BCF72F705;6700;3EFF8854-C200-460B-8E64-1B21DDD406D9;NULL;NULL;A-4960;NULL;PARALLEL_IMPORT;Nicosh 4 OD;3098-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7974;NULL
2EC2CCCB-0D6C-452D-851C-C74AC17A5C65;6811;09A18297-6C12-4852-8D55-71AC3C69C661;NULL;NULL;A-5302;NULL;PARALLEL_IMPORT;MaisTer Power;3271-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8160;NULL
8E31EF9E-4D5E-4B2C-9417-A01A11B10150;5935;F6BE1581-CD99-4CB5-9A4B-DCBCC7F8FEFE;NULL;NULL;A-5304;NULL;PARALLEL_IMPORT;Pronto Plus;2628-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6949;NULL
1D35DF86-F329-44F0-A8CB-2E9E16D225CF;6807;04C0FE1A-B65C-4768-8E3F-F3C0FC4D1ADE;NULL;NULL;A-5305;NULL;PARALLEL_IMPORT;Hector Max;3274-901;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8080;NULL
63729D04-1A4A-43EB-9715-48A2945162FA;6948;53EFF360-89C2-4031-A954-60A0FDC9989C;NULL;NULL;A-5359;NULL;PARALLEL_IMPORT;Bellis;3156-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7862;NULL
98DE76E0-2FF7-410D-AA4D-0106E77C291B;6510;9A140876-A134-4007-95ED-CA7765B1F05E;NULL;NULL;A-5366;NULL;PARALLEL_IMPORT;Vivando;3356-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7529;NULL
FCEF1D68-2ADA-4C24-B554-05C307DBEFF8;6147;446DD881-AB34-4CBC-9B9C-EA730D9351C8;NULL;NULL;A-5380;NULL;PARALLEL_IMPORT;Cantus;3149-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7231;NULL
3E8889C5-EAD6-4B95-99F5-720A71BA56EE;6880;20D79E4A-46DC-445C-95E1-2CB450735608;NULL;NULL;A-5384;NULL;PARALLEL_IMPORT;Stomp Aqua;3107-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7896;NULL
7294B341-A2DA-4384-A94F-FC78846E495C;6099;11A90FC3-9B7D-40FE-89B7-19EC9FFB727C;NULL;NULL;A-5557;NULL;PARALLEL_IMPORT;Pulsar 40;3628-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7081;NULL
57BDB469-F84A-43FD-98B3-77AD239A83B9;6519;D142E5F3-9E6E-4E6B-9F0B-C1ADA599D3E4;NULL;NULL;A-5579;NULL;PARALLEL_IMPORT;Pergado F;2910-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7641;NULL
F130C98C-A053-44F2-B236-910DEA531B37;6553;E4A5C19F-8D76-4ACC-80A5-30F933EC11C8;NULL;NULL;A-5582;NULL;PARALLEL_IMPORT;Laudis;2912-3;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7662;NULL
1AC55C5A-5941-420B-A062-8D5E04D581E4;6505;E428010F-2C9B-4B06-976D-7B8D1C0AEBD9;NULL;NULL;A-5583;NULL;PARALLEL_IMPORT;Aspect;2947-1;29738aa2-5393-438d-be07-9d6b56d2accf;2027-01-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;7758;NULL
B93C39F6-80C2-4A58-8466-FC45228550A6;6588;0453D793-0B61-4DC4-9CF3-14E73560981D;NULL;NULL;A-5589;NULL;PARALLEL_IMPORT;Flint max;2980-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7760;NULL
8B6C6781-A174-4701-828B-BC9A6E4500EF;6370;711BC04E-843F-4DF0-ACD7-D5C5F68C11D0;NULL;NULL;A-5597;NULL;PARALLEL_IMPORT;Prosaro 250 EC;3054-3;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7423;NULL
A6507080-EE1D-461B-BA27-121D10858661;7297;8FC1C2D4-6DFE-4EB0-85D5-21EEB4E38134;NULL;NULL;A-5828;NULL;PARALLEL_IMPORT;Pointer SX;2914-2;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;9036;NULL
5114BA88-F2B2-4E00-BBA0-E61DA10FA650;7137;01967F79-C3AA-4417-BBEB-89B678003DD8;NULL;NULL;A-5832;NULL;PARALLEL_IMPORT;Buzzin;3585-0;29738aa2-5393-438d-be07-9d6b56d2accf;2026-07-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;8543;NULL
0AD9FB1C-EBBF-42EC-8F64-1AC44642A13B;7134;15C4ED00-99B7-41A8-A28A-17763A739279;NULL;NULL;A-6473;NULL;PARALLEL_IMPORT;Sercadis;3796-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8452;NULL
64750B8A-558F-4392-AA1E-48325F366B4A;6646;868EDBD9-029A-48CE-BD1D-7D929544EE36;NULL;NULL;A-7127;NULL;PARALLEL_IMPORT;Roundup PowerFlex;3437-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7894;NULL
EFDDEA76-9F1A-480D-BB3F-5E660C498C45;7031;9DC59D91-6647-41B3-8C80-5066012EE409;NULL;NULL;A-7179;NULL;PARALLEL_IMPORT;Spyrale;2685-2;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8484;NULL
FC2006F0-432B-415B-8462-F79578935658;6104;F6D1BD0D-552A-4A49-A33D-3036BC967883;NULL;NULL;A-7182;NULL;PARALLEL_IMPORT;Chikara 25 WG;3106-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7288;NULL
7294B341-A2DA-4384-A94F-FC78846E495C;6099;BCE49523-4B59-4AAC-AB3B-33F394A78C82;NULL;NULL;A-7210;NULL;PARALLEL_IMPORT;Pulsar 40;3628-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7081;NULL
7294B341-A2DA-4384-A94F-FC78846E495C;6099;2C8D9BDA-9E08-4C65-831A-02566B74C8E4;NULL;NULL;A-7211;NULL;PARALLEL_IMPORT;Listego;3628-3;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;7081;NULL
8CE37E1E-F762-4FD9-A026-DF47667077CC;6940;CE2FD108-5BD4-490E-9CB4-4ED9EE3F7D91;NULL;NULL;A-7215;NULL;PARALLEL_IMPORT;VitiSan;3578-1;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;8165;NULL
1AC55C5A-5941-420B-A062-8D5E04D581E4;6505;E555D0AA-2637-40A2-974C-A0528AA004C7;NULL;NULL;A-7256;NULL;PARALLEL_IMPORT;Mien;3990-0;29738aa2-5393-438d-be07-9d6b56d2accf;2027-01-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;7758;NULL
10645A4A-908F-40E6-BEA1-26D35A370235;4701;30A90188-B31B-44C9-BAA9-2932A5F57EBD;NULL;NULL;A-7273;NULL;PARALLEL_IMPORT;rambo;4323-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;4521;NULL
842BA77F-66EE-458E-977B-5358ED1941C4;5218;26F77302-541D-4C59-AF81-B0FA10A7F632;NULL;NULL;A-7274;NULL;PARALLEL_IMPORT;Society;4306-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6113;NULL
842BA77F-66EE-458E-977B-5358ED1941C4;5218;47A7F00E-E82D-4DFF-9958-5B5A126FBA57;NULL;NULL;A-7426;NULL;PARALLEL_IMPORT;SINCLARE;4378-0;29738aa2-5393-438d-be07-9d6b56d2accf;NULL;NULL;false;6113;NULL
81B6D016-2036-413A-83B4-ED15C4434377;6222;481ECB94-E8DA-4EF3-8743-C50EC7830AED;NULL;NULL;B-5438;NULL;PARALLEL_IMPORT;Equip;9395P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;NULL;NULL;false;7340;NULL
BB2B388C-CC31-495A-A52F-3786A30AAAA6;2054;4DA148B9-9D56-41B1-9F50-321D02BF5DC6;NULL;NULL;B-5440;NULL;PARALLEL_IMPORT;Basamid;5675P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;NULL;NULL;false;2489;NULL
78813EE8-05E9-4F7A-97D6-72C9CE44B7E4;6994;22979093-E6B0-4D95-8B24-0484C8F37C25;NULL;NULL;B-5668;NULL;PARALLEL_IMPORT;Signum;9429P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;NULL;NULL;false;7771;NULL
01D5F1BA-6E12-4177-A06E-8371C94B95D3;7416;4BB504E4-459D-44B2-A039-548771A5027D;NULL;NULL;B-6484;NULL;PARALLEL_IMPORT;Dicotex;5362P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;2026-10-18 00:00:00.0000000;2025-10-18 00:00:00.0000000;false;9331;NULL
BE93D72E-CE75-4180-806A-C074D581F682;6828;81679B08-EE81-4971-B636-86B805E694D3;NULL;NULL;B-6880;NULL;PARALLEL_IMPORT;Luna Privilege;10252P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;NULL;NULL;false;7901;NULL
8A76AFD4-3CB0-4D70-9552-54AE7467EB27;6509;F16F88A3-4CF9-465F-B73E-E544B1CD6A35;NULL;NULL;B-6889;NULL;PARALLEL_IMPORT;Revus;9604P/B;9e495cc6-2d2c-4e76-b183-8d98611aeba4;NULL;NULL;false;7638;NULL
41D270CE-5051-4262-B3DE-5386EF999ADA;4495;FA23661E-24D6-4406-8F9B-D2958FF225B5;NULL;NULL;D-2016;NULL;PARALLEL_IMPORT;Thiovit Jet;050498-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;4571;NULL
F5C2F7F7-93A6-4C5F-A47C-378CC8092070;3070;90D81019-98F1-4CEA-B688-C4DE2100D676;NULL;NULL;D-2479;NULL;PARALLEL_IMPORT;Moddus;024212-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;4499;NULL
B49D98BB-8C0F-4056-9464-3E70F8AA342D;6060;FFB6FA65-6960-4FA3-8DE5-6C6DC20FEBAF;NULL;NULL;D-3605;NULL;PARALLEL_IMPORT;Delan WG;004424-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7221;NULL
AA3831B4-2835-4A98-8319-0586B1182324;6747;FCED31F3-BD59-44FC-8A73-3F08D399D280;NULL;NULL;D-3844;NULL;PARALLEL_IMPORT;Shirlan;034092-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7952;NULL
9300C235-68D7-4482-AAFA-6C50CB97B876;4700;5E613D93-B064-4834-9162-C77203CAFCD8;NULL;NULL;D-4115;NULL;PARALLEL_IMPORT;Focus Ultra;033964-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;4703;NULL
9ACA17C3-7D0C-44EA-981A-8E8541D8A146;6020;D7606A0B-25C9-45F5-A19A-AE000B6FB96C;NULL;NULL;D-4244;NULL;PARALLEL_IMPORT;Spintor;005314-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7036;NULL
EEE1A88E-86D2-45CD-B1A5-E5786F6E6974;6003;2B4A6034-B4F3-412F-93B5-70305DBA4A93;NULL;NULL;D-4560;NULL;PARALLEL_IMPORT;Callisto;024660-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7050;NULL
EB5AFD61-5403-42FA-9B8C-629C7BCD48E5;5365;05869462-206E-42B0-B8EF-BD8690E726EF;NULL;NULL;D-4561;NULL;PARALLEL_IMPORT;Caramba;024487-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;6351;NULL
05EDBA73-7501-4445-994D-ADF3A9941887;6613;F1B42E8F-5880-4A24-9EF6-A79960FB74EA;NULL;NULL;D-4596;NULL;PARALLEL_IMPORT;Kerb Flo;006220-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7909;NULL
FA752EDC-A9AE-47DA-A013-641168C7B8C0;4579;41B0E999-F4E6-446C-9ECF-10EE6B9318A6;NULL;NULL;D-4600;NULL;PARALLEL_IMPORT;Pirox 5;024138-00/007;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;4476;NULL
FC2006F0-432B-415B-8462-F79578935658;6104;A1DDAD8A-C772-43A3-87A9-5CCC7586A7E3;NULL;NULL;D-4606;NULL;PARALLEL_IMPORT;Sonara;004837-00/013;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7288;NULL
6267C2BC-DA78-472A-AF3D-7676AF84F74A;6168;4CBC0E3A-9FF9-48A6-A0B9-A333B88D08CC;NULL;NULL;D-4738;NULL;PARALLEL_IMPORT;Agro Prosulfocarb;033838-00/018;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7105;NULL
B49D98BB-8C0F-4056-9464-3E70F8AA342D;6060;91A35ADB-C3E2-4256-9DBF-C2940D628200;NULL;NULL;D-4775;NULL;PARALLEL_IMPORT;Agro Thianon;004424-00/016;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7221;NULL
AF47B47F-EF66-45D8-91C7-6D1DC49D57D3;6023;A2D20D33-D3E9-456D-A5E2-CBDA19EC2FAF;NULL;NULL;D-4862;NULL;PARALLEL_IMPORT;Colzor Trio;006324-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7041;NULL
C04B8145-16BA-4A1F-B454-2F70A34146C0;6581;A94C9463-4313-4619-8AEE-18C1C24E570D;NULL;NULL;D-4866;NULL;PARALLEL_IMPORT;Mospilan SG;005655-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7800;NULL
4EC263C8-8D7C-4BAB-9225-E7D7FE6D28BC;6686;345B7EA6-B951-4467-9770-6BEF9648FD46;NULL;NULL;D-4871;NULL;PARALLEL_IMPORT;Carmina 640;006284-00;56cce907-f002-4b0c-b948-98299b1fea6e;2026-10-18 00:00:00.0000000;2025-10-18 00:00:00.0000000;false;7796;NULL
4A5BBF3A-B71A-4E59-A768-BCEAAAC5DFAB;6398;18E60D63-6A56-47A5-8EB6-B952E1A56A92;NULL;NULL;D-4872;NULL;PARALLEL_IMPORT;Calaris;005692-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7569;NULL
C2CFD7C5-0F42-4849-BA23-7BBA46518862;6751;61A26F1F-083D-4444-B1C1-98202EDB243F;NULL;NULL;D-4883;NULL;PARALLEL_IMPORT;K-Obiol EC25;006331-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7921;NULL
CC43428B-9C2C-4308-9AD3-6E2EBB65544C;6734;71AACE7D-20FE-4AB6-B238-B705211CC13D;NULL;NULL;D-4900;NULL;PARALLEL_IMPORT;Stemat;006766-60;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7728;NULL
462C2BF9-57C5-46CF-B921-5786FA603D25;5468;FB0AC290-4C39-47EA-8A34-0228CDE65590;NULL;NULL;D-4955;NULL;PARALLEL_IMPORT;Tebu Super 250 EW;034028-00/185;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;6521;NULL
5CA38A6F-3C3D-4C54-887D-E370CF7ED55F;6645;14864A8B-131A-4848-A09C-DD982EC1B2F7;NULL;NULL;D-5268;NULL;PARALLEL_IMPORT;Principal;006726-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7872;NULL
439805AF-7E73-47E6-97FD-183EE3A161E9;6461;43C141A2-2EEA-485C-8EE8-F03487A7FC62;NULL;NULL;D-5269;NULL;PARALLEL_IMPORT;Askon;006902-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7635;NULL
9CF76024-9F37-4D08-A550-46EB4F0CF78A;6770;73A7528C-D795-4128-A378-7AE85EC233CE;NULL;NULL;D-5294;NULL;PARALLEL_IMPORT;Elumis;006960-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7885;NULL
2D9FDAB8-C44A-4975-9647-5DB7221AD19E;6395;CDD69BF0-CABA-4CB5-8E3A-C09D1BE63685;NULL;NULL;D-5296;NULL;PARALLEL_IMPORT;Hoestar Super;024778-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7725;NULL
06EC806F-DFBD-4A17-BB56-22B8F3D67849;6226;35A0C42A-F9C1-4757-BA85-747DB57F398F;NULL;NULL;D-5298;NULL;PARALLEL_IMPORT;Herold SC;005878-00;56cce907-f002-4b0c-b948-98299b1fea6e;2027-01-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;7341;NULL
6479CB11-E444-42E9-8C98-1A98936CCAE1;6259;39D3F0A2-CE6E-4783-B089-64EE83861079;NULL;NULL;D-5299;NULL;PARALLEL_IMPORT;Hoestar;024128-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7486;NULL
88364672-0969-49C4-8102-E38EB930CCB9;6630;FA1F435E-F1F6-4EC6-8B6D-BDA79737353B;NULL;NULL;D-5301;NULL;PARALLEL_IMPORT;Sencor liquid;007191-00;56cce907-f002-4b0c-b948-98299b1fea6e;2026-07-01 00:00:00.0000000;2026-01-01 00:00:00.0000000;false;7898;NULL
0B94A940-D6EC-4D41-83AB-30A92C61A9D3;7290;7E2F19FB-F82F-41A9-B53C-583A9FA09624;NULL;NULL;D-5307;NULL;PARALLEL_IMPORT;Concert SX;005984-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;9030;NULL
63729D04-1A4A-43EB-9715-48A2945162FA;6948;F6ECE89A-A177-4BA1-9CF5-96CD94EABFC2;NULL;NULL;D-5357;NULL;PARALLEL_IMPORT;Bellis;006767-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7862;NULL
46002737-F9C7-45B3-8EE4-C632DF96BFE8;6815;A53B9A66-0448-44C2-A905-4E0393CAD74A;NULL;NULL;D-5375;NULL;PARALLEL_IMPORT;Carax;006415-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;8006;NULL
83986AF1-31A5-469B-947E-01E4A2BA2709;6696;2E2C8A1D-A298-4718-A85A-9A809D875F65;NULL;NULL;D-5381;NULL;PARALLEL_IMPORT;Spectrum Gold;006380-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7802;NULL
3E8889C5-EAD6-4B95-99F5-720A71BA56EE;6880;20B06E48-2B96-4CF4-AAB2-52B33F33220E;NULL;NULL;D-5383;NULL;PARALLEL_IMPORT;Stomp Aqua;005958-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7896;NULL
E843AF61-AE75-4269-81D4-1ACE2BA305E7;6526;63254A71-2D7D-46FE-84B6-A691B8ACF4C1;NULL;NULL;D-5604;NULL;PARALLEL_IMPORT;Milbeknock;005603-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7553;NULL
64750B8A-558F-4392-AA1E-48325F366B4A;6646;ED402760-2056-416F-882D-5055A3304FBC;NULL;NULL;D-5611;NULL;PARALLEL_IMPORT;Roundup Powerflex;006149-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7894;NULL
58176B79-85D2-4D22-BF9F-EA1E288CAEF3;6822;B0F757AE-875C-48D5-B403-D3AE73B659A6;NULL;NULL;D-5618;NULL;PARALLEL_IMPORT;Magnello;007026-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7969;NULL
632ECE57-F118-45BE-8CCD-B54368F31D05;6961;AB2D478B-5C94-41F7-A8BF-5BBE84CE508B;NULL;NULL;D-5620;NULL;PARALLEL_IMPORT;Luna Sensation;007214-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;8156;NULL
84831CEE-4353-4270-B3BB-9F645F32CF38;6941;8C7B933B-8E2A-4E0B-9BCD-595F39638F72;NULL;NULL;D-5621;NULL;PARALLEL_IMPORT;Dynali;007501-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;8209;NULL
EAB498A8-B627-4F72-BA58-8AAF57C7B3EA;6555;3876AFA9-EDC0-447B-B0D6-272C6533A23A;NULL;NULL;D-5649;NULL;PARALLEL_IMPORT;Teppeki;025691-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7656;NULL
2F4717E1-D8B2-4348-A884-1EE28917B573;7182;9A2ADC7B-E8E0-47DB-9BA6-1864147CC40A;NULL;NULL;D-5833;NULL;PARALLEL_IMPORT;Dicash;008288-00;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;8673;NULL
21CCAA19-F217-4E38-8594-BF58502B9B9B;5994;95890DAA-79F4-4873-969B-1DED73AD0ABB;NULL;NULL;D-5838;NULL;PARALLEL_IMPORT;Trifloxystrobin 500;024657-00/030;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;7150;NULL
842BA77F-66EE-458E-977B-5358ED1941C4;5218;3E867B01-B5A6-4E7C-A8F4-BDB98A4A3A5C;NULL;NULL;D-5847;NULL;PARALLEL_IMPORT;Cyprodinil + Fludioxonil WG;034419-00/047;56cce907-f002-4b0c-b948-98299b1fea6e;NULL;NULL;false;6113;NULL
