"bk_Code","ID","PARENT_ID","VERSION","VALUE","LANGUAGE","CODE_VALUE","IUPAC_NAME","TEXT_KEY","BBCH_STAGE_FROM","BBCH_STAGE_TO","MIN_INTERNAL_BETWEEN_USES","MAX_APPLICATIONS","UNIT_MAX_APPLICATIONS","InfofitoRef"
"33A14BE2-4CFF-4F34-B386-A350FA098AE0-it","33A14BE2-4CFF-4F34-B386-A350FA098AE0","","0","Roller table in autunno prima dell'immagazzinamento o in primavera prima della piantagione.","it","12407","","Obligation","","","","","",""
"33A14BE2-4CFF-4F34-B386-A350FA098AE0-fr","33A14BE2-4CFF-4F34-B386-A350FA098AE0","","0","Table à rouleaux (roller table) en automne avent le stockage ou au printemps avant la plantation.","fr","12407","","Obligation","","","","","",""
"33A9F21506197A597CD0A64154D7FAEBA20C-fr","33A9F21506197A597CD0A64154D7FAEBA20C","","","1 par culture.","fr","","","ApplicationComment","","","","1","culture","MaxAppPer"
"33A9F21506197A597CD0A64154D7FAEBA20C-en","33A9F21506197A597CD0A64154D7FAEBA20C","","","1 per .","en","","","ApplicationComment","","","","1","","MaxAppPer"
"33A9F21506197A597CD0A64154D7FAEBA20C-it","33A9F21506197A597CD0A64154D7FAEBA20C","","","1 per coltura.","it","","","ApplicationComment","","","","1","coltura","MaxAppPer"
"33A9F21506197A597CD0A64154D7FAEBA20C-de","33A9F21506197A597CD0A64154D7FAEBA20C","","","1 pro Kultur.","de","","","ApplicationComment","","","","1","Kultur","MaxAppPer"
"33AC3CC6-E601-494E-9C24-9C238C648A92-en","33AC3CC6-E601-494E-9C24-9C238C648A92","","0","","en","14830","","Obligation","","","","","",""
"33AC3CC6-E601-494E-9C24-9C238C648A92-fr","33AC3CC6-E601-494E-9C24-9C238C648A92","","0","Après la durée d'action du traitement et au moins 24 heures d'attente: Bien aérer le local pendant au moins 30 minutes avant d'y retourner.","fr","14830","","Obligation","","","","","",""
"33AC3CC6-E601-494E-9C24-9C238C648A92-de","33AC3CC6-E601-494E-9C24-9C238C648A92","","0","Nach Abschluss der Behandlungszeit und mindestens 24 Stunden Wartezeit: Raum vor dem Wiederbetreten mindestens 30 Minuten gründlich lüften.","de","14830","","Obligation","","","","","",""
"33AC3CC6-E601-494E-9C24-9C238C648A92-it","33AC3CC6-E601-494E-9C24-9C238C648A92","","0","Terminata la durata d'azione e almeno 24 ore di attesa: Aerare a lungo i locali per almeno 30 minuti prima di riaccedervi.","it","14830","","Obligation","","","","","",""
"3B56B6BB-7B05-4213-966B-1C51E8DC8FE7-en","3B56B6BB-7B05-4213-966B-1C51E8DC8FE7","","1","","en","","","IngredientAdditionalText","","","","","",""
"3B56B6BB-7B05-4213-966B-1C51E8DC8FE7-de","3B56B6BB-7B05-4213-966B-1C51E8DC8FE7","","1","als 41.6% Glyphosate-isopropylammoniumsalz (486 g/l)","de","","","IngredientAdditionalText","","","","","",""
"3B56B6BB-7B05-4213-966B-1C51E8DC8FE7-it","3B56B6BB-7B05-4213-966B-1C51E8DC8FE7","","1","pari a 41.6% di Glifosato-isopropile sale di ammonio (486 g/l)","it","","","IngredientAdditionalText","","","","","",""
"3B56B6BB-7B05-4213-966B-1C51E8DC8FE7-fr","3B56B6BB-7B05-4213-966B-1C51E8DC8FE7","","1","sous forme de 41.6% de sel glyphosate-isopropylammonium (486 g/l)","fr","","","IngredientAdditionalText","","","","","",""
"3B6D7377-8E91-41FB-A0CF-F4E0E59DD241-en","3B6D7377-8E91-41FB-A0CF-F4E0E59DD241","","0","","en","11854","","Obligation","","","","","",""
"3B6D7377-8E91-41FB-A0CF-F4E0E59DD241-de","3B6D7377-8E91-41FB-A0CF-F4E0E59DD241","","0","Ab 3. Standjahr. ","de","11854","","Obligation","","","","","",""
"3B6D7377-8E91-41FB-A0CF-F4E0E59DD241-it","3B6D7377-8E91-41FB-A0CF-F4E0E59DD241","","0","Dal 3° anno di coltura.","it","11854","","Obligation","","","","","",""
"3B6D7377-8E91-41FB-A0CF-F4E0E59DD241-fr","3B6D7377-8E91-41FB-A0CF-F4E0E59DD241","","0","Dès la troisième année de culture.","fr","11854","","Obligation","","","","","",""
"3B6DE63C-18D5-4307-A993-C5456ED54218-de","3B6DE63C-18D5-4307-A993-C5456ED54218","","","Cheyres","de","1468","","City","","","","","",""
"3B6DE63C-18D5-4307-A993-C5456ED54218-en","3B6DE63C-18D5-4307-A993-C5456ED54218","","","Cheyres","en","1468","","City","","","","","",""
"3B6DE63C-18D5-4307-A993-C5456ED54218-fr","3B6DE63C-18D5-4307-A993-C5456ED54218","","","Cheyres","fr","1468","","City","","","","","",""
"3B6DE63C-18D5-4307-A993-C5456ED54218-it","3B6DE63C-18D5-4307-A993-C5456ED54218","","","Cheyres","it","1468","","City","","","","","",""
"3B6ED4AF-5A39-48C1-8322-14255692EEBC-en","3B6ED4AF-5A39-48C1-8322-14255692EEBC","","6","","en","","","IngredientAdditionalText","","","","","",""
"3B6ED4AF-5A39-48C1-8322-14255692EEBC-fr","3B6ED4AF-5A39-48C1-8322-14255692EEBC","","6","correspond à 30 % de cuivre","fr","","","IngredientAdditionalText","","","","","",""
"3B6ED4AF-5A39-48C1-8322-14255692EEBC-de","3B6ED4AF-5A39-48C1-8322-14255692EEBC","","6","entspricht 30 % Kupfer","de","","","IngredientAdditionalText","","","","","",""
"3B6ED4AF-5A39-48C1-8322-14255692EEBC-it","3B6ED4AF-5A39-48C1-8322-14255692EEBC","","6","pari al 30 % di rame","it","","","IngredientAdditionalText","","","","","",""
"3B7804D41BA4F69271A8AAEAB7AA87C3603F-fr","3B7804D41BA4F69271A8AAEAB7AA87C3603F","","","4 par parcelle et année.","fr","","","ApplicationComment","","","","4","parcelle et année","MaxAppPer"
"3B7804D41BA4F69271A8AAEAB7AA87C3603F-en","3B7804D41BA4F69271A8AAEAB7AA87C3603F","","","4 per .","en","","","ApplicationComment","","","","4","","MaxAppPer"
"3B7804D41BA4F69271A8AAEAB7AA87C3603F-it","3B7804D41BA4F69271A8AAEAB7AA87C3603F","","","4 per particella e anno.","it","","","ApplicationComment","","","","4","particella e anno","MaxAppPer"
"3B7804D41BA4F69271A8AAEAB7AA87C3603F-de","3B7804D41BA4F69271A8AAEAB7AA87C3603F","","","4 pro Parzelle und Jahr.","de","","","ApplicationComment","","","","4","Parzelle und Jahr","MaxAppPer"
"3B787511-8134-4C13-80E3-06F6C07B0C78-en","3B787511-8134-4C13-80E3-06F6C07B0C78","","0","","en","","","ApplicationComment","","","","","",""
"3B787511-8134-4C13-80E3-06F6C07B0C78-de","3B787511-8134-4C13-80E3-06F6C07B0C78","","0","Bis Ende Entwicklung der Blütenknospen (BBCH 59).","de","","","ApplicationComment","","","","","",""
"3B787511-8134-4C13-80E3-06F6C07B0C78-it","3B787511-8134-4C13-80E3-06F6C07B0C78","","0","Fino allo stadio fine sviluppo dei bottoni fiorali. (BBCH 59).","it","","","ApplicationComment","","","","","",""
"3B787511-8134-4C13-80E3-06F6C07B0C78-fr","3B787511-8134-4C13-80E3-06F6C07B0C78","","0","jusqu'au stade fin dévéloppement des boutons floraux (BBCH 59).","fr","","","ApplicationComment","","","","","",""
"3B9207E7-AE72-43BE-BCFE-C52A003F3E54-en","3B9207E7-AE72-43BE-BCFE-C52A003F3E54","","0","","en","","","PestAdditionalText","","","","","",""
"3B9207E7-AE72-43BE-BCFE-C52A003F3E54-de","3B9207E7-AE72-43BE-BCFE-C52A003F3E54","","0","2. Generation","de","","","PestAdditionalText","","","","","",""
"3B9207E7-AE72-43BE-BCFE-C52A003F3E54-fr","3B9207E7-AE72-43BE-BCFE-C52A003F3E54","","0","deuxième génération","fr","","","PestAdditionalText","","","","","",""
"3B9207E7-AE72-43BE-BCFE-C52A003F3E54-it","3B9207E7-AE72-43BE-BCFE-C52A003F3E54","","0","Seconda generazione","it","","","PestAdditionalText","","","","","",""
"1B400D81-EDD0-44E3-BEA9-2FECE7BB084E-en","1B400D81-EDD0-44E3-BEA9-2FECE7BB084E","","0","","en","","Bacillus thuringiensis var. israeliensis","Substance","","","","","",""
"1B400D81-EDD0-44E3-BEA9-2FECE7BB084E-de","1B400D81-EDD0-44E3-BEA9-2FECE7BB084E","","0","Bacillus thuringiensis var. israeliensis","de","","Bacillus thuringiensis var. israeliensis","Substance","","","","","",""
"1B400D81-EDD0-44E3-BEA9-2FECE7BB084E-fr","1B400D81-EDD0-44E3-BEA9-2FECE7BB084E","","0","Bacillus thuringiensis var. israeliensis","fr","","Bacillus thuringiensis var. israeliensis","Substance","","","","","",""
"1B400D81-EDD0-44E3-BEA9-2FECE7BB084E-it","1B400D81-EDD0-44E3-BEA9-2FECE7BB084E","","0","Bacillus thuringiensis var. israeliensis","it","","Bacillus thuringiensis var. israeliensis","Substance","","","","","",""
"1B483643-28FE-4293-A197-9FEBB2678DD5-en","1B483643-28FE-4293-A197-9FEBB2678DD5","","0","","en","","","ApplicationComment","","","","","",""
"1B483643-28FE-4293-A197-9FEBB2678DD5-fr","1B483643-28FE-4293-A197-9FEBB2678DD5","","0","stade 51-79 (BBCH).","fr","","","ApplicationComment","","","","","",""
"1B483643-28FE-4293-A197-9FEBB2678DD5-it","1B483643-28FE-4293-A197-9FEBB2678DD5","","0","Stadi 51-79 (BBCH)","it","","","ApplicationComment","","","","","",""
"1B483643-28FE-4293-A197-9FEBB2678DD5-de","1B483643-28FE-4293-A197-9FEBB2678DD5","","0","Stadium 51-79 (BBCH).","de","","","ApplicationComment","","","","","",""
"1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6-de","1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6","","0","Flüssigkeit und Dampf leicht entzündbar.","de","H225","","CodeR","","","","","",""
"1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6-en","1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6","","0","Highly flammable liquid and vapour.","en","H225","","CodeR","","","","","",""
"1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6-fr","1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6","","0","Liquide et vapeurs très inflammables.","fr","H225","","CodeR","","","","","",""
"1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6-it","1B5D8DC5-00D8-43FA-BEE5-68DD1D9C6FF6","","0","Liquido e vapori facilmente infiammabili.","it","H225","","CodeR","","","","","",""
"1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED-en","1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED","","0","Fatal in contact with skin.","en","H310","","CodeR","","","","","",""
"1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED-de","1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED","","0","Lebensgefahr bei Hautkontakt.","de","H310","","CodeR","","","","","",""
"1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED-it","1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED","","0","Letale per contatto con la pelle.","it","H310","","CodeR","","","","","",""
"1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED-fr","1B61DA8D-CEFF-4EF2-83DE-F5D8CF8F0FED","","0","Mortel par contact cutané.","fr","H310","","CodeR","","","","","",""
"1B9B39A9-D742-4E8D-A88E-280B65C4B913-en","1B9B39A9-D742-4E8D-A88E-280B65C4B913","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","","en","","","Culture","","","","","",""
"1B9B39A9-D742-4E8D-A88E-280B65C4B913-de","1B9B39A9-D742-4E8D-A88E-280B65C4B913","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","Blumenknollen","de","","","Culture","","","","","",""
"1B9B39A9-D742-4E8D-A88E-280B65C4B913-it","1B9B39A9-D742-4E8D-A88E-280B65C4B913","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","Radici tuberose floreali","it","","","Culture","","","","","",""
"1B9B39A9-D742-4E8D-A88E-280B65C4B913-fr","1B9B39A9-D742-4E8D-A88E-280B65C4B913","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","tubercules de fleurs","fr","","","Culture","","","","","",""
"1BA3964F-24AE-4D0B-A04F-D84F3C12900F-en","1BA3964F-24AE-4D0B-A04F-D84F3C12900F","","0","","en","8343","","Obligation","","","","","",""
"1BA3964F-24AE-4D0B-A04F-D84F3C12900F-fr","1BA3964F-24AE-4D0B-A04F-D84F3C12900F","","0","En mélange avec des fongicides organiques, la moitié de la concentration indiquée suffit.","fr","8343","","Obligation","","","","","",""
"1BA3964F-24AE-4D0B-A04F-D84F3C12900F-it","1BA3964F-24AE-4D0B-A04F-D84F3C12900F","","0","In combinazione con fungicidi organici è sufficiente la metà della concentrazione indicata.","it","8343","","Obligation","","","","","",""
"1BA3964F-24AE-4D0B-A04F-D84F3C12900F-de","1BA3964F-24AE-4D0B-A04F-D84F3C12900F","","0","In Tankmischung mit organischen Fungiziden genügt die Hälfte der aufgeführten Konzentration.","de","8343","","Obligation","","","","","",""
"1BC0C965-0641-4FE5-94DA-8137D4CAB0D1-en","1BC0C965-0641-4FE5-94DA-8137D4CAB0D1","","0","","en","8221","","Obligation","","","","","",""
"1BC0C965-0641-4FE5-94DA-8137D4CAB0D1-de","1BC0C965-0641-4FE5-94DA-8137D4CAB0D1","","0","Erfahrungsgemäss beste Wirksamkeit in begrenzten Wurzelräumen (Töpfe, Container, Rabatten, Moorbeete, usw.).","de","8221","","Obligation","","","","","",""
"1BC0C965-0641-4FE5-94DA-8137D4CAB0D1-it","1BC0C965-0641-4FE5-94DA-8137D4CAB0D1","","0","L'esperienza mostra che l'efficacia migliore si ottiene in spazi limitati per le radici (vasi, container, aiuole, aiuole per piante acidofile, eccetera).","it","8221","","Obligation","","","","","",""
"1BC0C965-0641-4FE5-94DA-8137D4CAB0D1-fr","1BC0C965-0641-4FE5-94DA-8137D4CAB0D1","","0","L'expérience a montré que la plus grande efficacité est obtenue dans des volumes délimités autour des racines (pots, conteneurs, plates-bandes, lits de tourbe, etc.).","fr","8221","","Obligation","","","","","",""
"1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7-en","1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7","","0","leaf spot of celery","en","","","Pest","","","","","",""
"1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7-de","1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7","","0","Septoria-Blattfleckenkrankheit des Selleries","de","","","Pest","","","","","",""
"1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7-fr","1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7","","0","septoriose du céleri","fr","","","Pest","","","","","",""
"1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7-it","1BD7BFCD-A82E-4FE4-B926-B07231BAFEC7","","0","Septoriosi del sedano","it","","","Pest","","","","","",""
"1BFB1883-7054-4015-B4FA-E839799316C2-en","1BFB1883-7054-4015-B4FA-E839799316C2","","1","","en","","","IngredientAdditionalText","","","","","",""
"1BFB1883-7054-4015-B4FA-E839799316C2-it","1BFB1883-7054-4015-B4FA-E839799316C2","","1","ceppo K61; 5 x 10 elevato a 8 UFC / g","it","","","IngredientAdditionalText","","","","","",""
"1BFB1883-7054-4015-B4FA-E839799316C2-fr","1BFB1883-7054-4015-B4FA-E839799316C2","","1","souche K61; 5 x 10 exp. 8 UFC / g","fr","","","IngredientAdditionalText","","","","","",""
"1BFB1883-7054-4015-B4FA-E839799316C2-de","1BFB1883-7054-4015-B4FA-E839799316C2","","1","Stamm K61; 5 x 10 exp. 8 CFU / g","de","","","IngredientAdditionalText","","","","","",""
"1BFC9694-C7DC-4D74-84B2-1418AB94A8BA-en","1BFC9694-C7DC-4D74-84B2-1418AB94A8BA","B05127D4-FF0A-4F36-AFDD-0D487043122A","0","","en","","","Culture","","","","","",""
"1BFC9694-C7DC-4D74-84B2-1418AB94A8BA-fr","1BFC9694-C7DC-4D74-84B2-1418AB94A8BA","B05127D4-FF0A-4F36-AFDD-0D487043122A","0","artichaut","fr","","","Culture","","","","","",""
"1BFC9694-C7DC-4D74-84B2-1418AB94A8BA-de","1BFC9694-C7DC-4D74-84B2-1418AB94A8BA","B05127D4-FF0A-4F36-AFDD-0D487043122A","0","Artischocken","de","","","Culture","","","","","",""
"1BFC9694-C7DC-4D74-84B2-1418AB94A8BA-it","1BFC9694-C7DC-4D74-84B2-1418AB94A8BA","B05127D4-FF0A-4F36-AFDD-0D487043122A","0","Carciofi","it","","","Culture","","","","","",""
"1C23B96F-5095-4E78-9563-4706AC81E60A-it","1C23B96F-5095-4E78-9563-4706AC81E60A","","0","gel solubile in acqua","it","GW","","FormulationCode","","","","","",""
"1C23B96F-5095-4E78-9563-4706AC81E60A-fr","1C23B96F-5095-4E78-9563-4706AC81E60A","","0","gel soluble dans l'eau","fr","GW","","FormulationCode","","","","","",""
"1C23B96F-5095-4E78-9563-4706AC81E60A-de","1C23B96F-5095-4E78-9563-4706AC81E60A","","0","Wasserlösliches Gel","de","GW","","FormulationCode","","","","","",""
"1C23B96F-5095-4E78-9563-4706AC81E60A-en","1C23B96F-5095-4E78-9563-4706AC81E60A","","0","Water soluble gel","en","GW","","FormulationCode","","","","","",""
"1C31B61E-8C02-4E63-B75D-EF271AA126CC-en","1C31B61E-8C02-4E63-B75D-EF271AA126CC","","0","","en","9591","","Obligation","","","","","",""
"1C31B61E-8C02-4E63-B75D-EF271AA126CC-it","1C31B61E-8C02-4E63-B75D-EF271AA126CC","","0","SPa 1: Per evitare l'insorgenza di resistenza al massimo 3 trattamenti per anno e particella con prodotti dello stesso gruppo di principi attivi. ","it","9591","","Obligation","","","","","",""
"1C31B61E-8C02-4E63-B75D-EF271AA126CC-fr","1C31B61E-8C02-4E63-B75D-EF271AA126CC","","0","SPa 1: Pour éviter le développement de résistances 3 traitements au maximum par parcelle et par année avec des produits du même groupe de matières actives. ","fr","9591","","Obligation","","","","","",""
"1C31B61E-8C02-4E63-B75D-EF271AA126CC-de","1C31B61E-8C02-4E63-B75D-EF271AA126CC","","0","SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe. ","de","9591","","Obligation","","","","","",""
"1C3330C0-A13C-421F-9344-0E6BF99D3B86-en","1C3330C0-A13C-421F-9344-0E6BF99D3B86","","0","","en","","Räuberische Wanze / punaises prédatrices / cimice predatrice","Substance","","","","","",""
"1C3330C0-A13C-421F-9344-0E6BF99D3B86-de","1C3330C0-A13C-421F-9344-0E6BF99D3B86","","0","Orius laevigatus","de","","Räuberische Wanze / punaises prédatrices / cimice predatrice","Substance","","","","","",""
"1C3330C0-A13C-421F-9344-0E6BF99D3B86-fr","1C3330C0-A13C-421F-9344-0E6BF99D3B86","","0","Orius laevigatus","fr","","Räuberische Wanze / punaises prédatrices / cimice predatrice","Substance","","","","","",""
"1C3330C0-A13C-421F-9344-0E6BF99D3B86-it","1C3330C0-A13C-421F-9344-0E6BF99D3B86","","0","Orius laevigatus","it","","Räuberische Wanze / punaises prédatrices / cimice predatrice","Substance","","","","","",""
"1C3A5D19-C10A-460A-BFCA-D23C3146F0C8-en","1C3A5D19-C10A-460A-BFCA-D23C3146F0C8","","0","","en","8598","","Obligation","","","","","",""
"1C3A5D19-C10A-460A-BFCA-D23C3146F0C8-de","1C3A5D19-C10A-460A-BFCA-D23C3146F0C8","","0","Einzelpflanzenbehandlung.","de","8598","","Obligation","","","","","",""
"1C3A5D19-C10A-460A-BFCA-D23C3146F0C8-fr","1C3A5D19-C10A-460A-BFCA-D23C3146F0C8","","0","Traitement plante par plante.","fr","8598","","Obligation","","","","","",""
"1C3A5D19-C10A-460A-BFCA-D23C3146F0C8-it","1C3A5D19-C10A-460A-BFCA-D23C3146F0C8","","0","Trattamento pianta per pianta.","it","8598","","Obligation","","","","","",""
"1C48598C-F178-428A-B124-4D2EF0A0F12C-en","1C48598C-F178-428A-B124-4D2EF0A0F12C","","0","","en","15906","","Obligation","","","","","",""
"1C48598C-F178-428A-B124-4D2EF0A0F12C-fr","1C48598C-F178-428A-B124-4D2EF0A0F12C","","0","Dernier traitement au plus tard le 15 septembre.","fr","15906","","Obligation","","","","","",""
"1C48598C-F178-428A-B124-4D2EF0A0F12C-de","1C48598C-F178-428A-B124-4D2EF0A0F12C","","0","Letzte Behandlung spätestens am 15. September.","de","15906","","Obligation","","","","","",""
"1C48598C-F178-428A-B124-4D2EF0A0F12C-it","1C48598C-F178-428A-B124-4D2EF0A0F12C","","0","Ultimo trattamento entro il 15 settembre.","it","15906","","Obligation","","","","","",""
"1C4877F6-6417-4F68-A305-46C2ACBCFCCA-de","1C4877F6-6417-4F68-A305-46C2ACBCFCCA","","","Londerzeel","de","1840","","City","","","","","",""
"1C4877F6-6417-4F68-A305-46C2ACBCFCCA-en","1C4877F6-6417-4F68-A305-46C2ACBCFCCA","","","Londerzeel","en","1840","","City","","","","","",""
"1C4877F6-6417-4F68-A305-46C2ACBCFCCA-fr","1C4877F6-6417-4F68-A305-46C2ACBCFCCA","","","Londerzeel","fr","1840","","City","","","","","",""
"1C4877F6-6417-4F68-A305-46C2ACBCFCCA-it","1C4877F6-6417-4F68-A305-46C2ACBCFCCA","","","Londerzeel","it","1840","","City","","","","","",""
"1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C-en","1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C","","0","scab","en","","","Pest","","","","","",""
"1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C-de","1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C","","0","Schorf des Kernobstes","de","","","Pest","","","","","",""
"1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C-fr","1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C","","0","tavelure des arbres fruitiers à pépins","fr","","","Pest","","","","","",""
"1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C-it","1C4DDEEF-094F-484A-AB4D-F76DDD3CFB6C","","0","Ticchiolatura della frutta a granelli","it","","","Pest","","","","","",""
"1C571387C11EF5168458CFAE57C1166047C8-fr","1C571387C11EF5168458CFAE57C1166047C8","","","1 par parcelle et année.","fr","","","ApplicationComment","","","","1","parcelle et année","MaxAppPer"
"1C571387C11EF5168458CFAE57C1166047C8-en","1C571387C11EF5168458CFAE57C1166047C8","","","1 per .","en","","","ApplicationComment","","","","1","","MaxAppPer"
"1C571387C11EF5168458CFAE57C1166047C8-it","1C571387C11EF5168458CFAE57C1166047C8","","","1 per particella e anno.","it","","","ApplicationComment","","","","1","particella e anno","MaxAppPer"
"1C571387C11EF5168458CFAE57C1166047C8-de","1C571387C11EF5168458CFAE57C1166047C8","","","1 pro Parzelle und Jahr.","de","","","ApplicationComment","","","","1","Parzelle und Jahr","MaxAppPer"
"1007D8F2-B6BD-441E-B553-A14015B523ED-en","1007D8F2-B6BD-441E-B553-A14015B523ED","","0","","en","14061","","Obligation","","","","","",""
"1007D8F2-B6BD-441E-B553-A14015B523ED-de","1007D8F2-B6BD-441E-B553-A14015B523ED","","0","Die Behandlung kann zu gelblichen Verfärbungen, Welkeerscheinungen und Seneszenz bei der Kultur führen.","de","14061","","Obligation","","","","","",""
"1007D8F2-B6BD-441E-B553-A14015B523ED-it","1007D8F2-B6BD-441E-B553-A14015B523ED","","0","Il trattamento può causare colorazioni giallastre, avvizzimento e senescenza nella coltura.","it","14061","","Obligation","","","","","",""
"1007D8F2-B6BD-441E-B553-A14015B523ED-fr","1007D8F2-B6BD-441E-B553-A14015B523ED","","0","Le traitement peut entrainer des colorations jaunes, un flétrissement et une sénéscence des cultures.","fr","14061","","Obligation","","","","","",""
"1011DB15-D4DD-4769-8D37-80FD9AD848FC-en","1011DB15-D4DD-4769-8D37-80FD9AD848FC","","3","","en","","","IngredientAdditionalText","","","","","",""
"1011DB15-D4DD-4769-8D37-80FD9AD848FC-fr","1011DB15-D4DD-4769-8D37-80FD9AD848FC","","3","2 mg / diffuseur","fr","","","IngredientAdditionalText","","","","","",""
"1011DB15-D4DD-4769-8D37-80FD9AD848FC-de","1011DB15-D4DD-4769-8D37-80FD9AD848FC","","3","2 mg / Dispenser","de","","","IngredientAdditionalText","","","","","",""
"1011DB15-D4DD-4769-8D37-80FD9AD848FC-it","1011DB15-D4DD-4769-8D37-80FD9AD848FC","","3","2 mg/dosatore","it","","","IngredientAdditionalText","","","","","",""
"102C28F6-4AFB-4079-909B-ACE8E0819A77-en","102C28F6-4AFB-4079-909B-ACE8E0819A77","A8BAC5BB-239F-4EE0-8CE2-F55590DA3FC0","0","","en","","","Culture","","","","","",""
"102C28F6-4AFB-4079-909B-ACE8E0819A77-de","102C28F6-4AFB-4079-909B-ACE8E0819A77","A8BAC5BB-239F-4EE0-8CE2-F55590DA3FC0","0","Bohnen ohne Hülsen","de","","","Culture","","","","","",""
"102C28F6-4AFB-4079-909B-ACE8E0819A77-it","102C28F6-4AFB-4079-909B-ACE8E0819A77","A8BAC5BB-239F-4EE0-8CE2-F55590DA3FC0","0","Fagioli senza baccello","it","","","Culture","","","","","",""
"102C28F6-4AFB-4079-909B-ACE8E0819A77-fr","102C28F6-4AFB-4079-909B-ACE8E0819A77","A8BAC5BB-239F-4EE0-8CE2-F55590DA3FC0","0","haricots écossés","fr","","","Culture","","","","","",""
"10341441-670B-4D47-8E9B-F197E27BDBB4-en","10341441-670B-4D47-8E9B-F197E27BDBB4","","0","","en","","","ApplicationComment","","","","","",""
"10341441-670B-4D47-8E9B-F197E27BDBB4-de","10341441-670B-4D47-8E9B-F197E27BDBB4","","0","Ab Stadium BBCH 57.","de","","","ApplicationComment","","","","","",""
"10341441-670B-4D47-8E9B-F197E27BDBB4-it","10341441-670B-4D47-8E9B-F197E27BDBB4","","0","Dallo stadio BBCH 57.","it","","","ApplicationComment","","","","","",""
"10341441-670B-4D47-8E9B-F197E27BDBB4-fr","10341441-670B-4D47-8E9B-F197E27BDBB4","","0","dès le stade BBCH 57.","fr","","","ApplicationComment","","","","","",""
"104D020D-CDB5-43ED-8524-875EC453540C-en","104D020D-CDB5-43ED-8524-875EC453540C","","0","","en","","","Pest","","","","","",""
"104D020D-CDB5-43ED-8524-875EC453540C-fr","104D020D-CDB5-43ED-8524-875EC453540C","","0","tarsonèmes","fr","","","Pest","","","","","",""
"104D020D-CDB5-43ED-8524-875EC453540C-it","104D020D-CDB5-43ED-8524-875EC453540C","","0","Tarsonemidi","it","","","Pest","","","","","",""
"104D020D-CDB5-43ED-8524-875EC453540C-de","104D020D-CDB5-43ED-8524-875EC453540C","","0","Weichhautmilben","de","","","Pest","","","","","",""
"10642620-4F7B-4E5E-8F38-D73914354014-en","10642620-4F7B-4E5E-8F38-D73914354014","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","","en","","","Culture","","","","","",""
"10642620-4F7B-4E5E-8F38-D73914354014-it","10642620-4F7B-4E5E-8F38-D73914354014","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","Fiori recisi","it","","","Culture","","","","","",""
"10642620-4F7B-4E5E-8F38-D73914354014-fr","10642620-4F7B-4E5E-8F38-D73914354014","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","fleurs coupées","fr","","","Culture","","","","","",""
"10642620-4F7B-4E5E-8F38-D73914354014-de","10642620-4F7B-4E5E-8F38-D73914354014","890D8A5E-BF86-4B2D-9B98-45B779D80F7F","0","Schnittblumen","de","","","Culture","","","","","",""
"10642F81-5DED-4D34-8DC9-776BBFE8E7F0-de","10642F81-5DED-4D34-8DC9-776BBFE8E7F0","","","Asse","de","1720","","City","","","","","",""
"10642F81-5DED-4D34-8DC9-776BBFE8E7F0-en","10642F81-5DED-4D34-8DC9-776BBFE8E7F0","","","Asse","en","1720","","City","","","","","",""
